category,text
연예,"SBS 금토극 ’녹두꽃’은 1894년 동학농민혁명을 배경으로 한 민중역사 사극으로, 주된 배경인백가네 일가를 비롯해 등장인물 대부분이 사투리를 쓰는 것이 특징이다. 백가네 안방마님이자 이현(윤시윤)과 이화(백은혜)의 생모 ‘채씨’ 역을 맡은 황영희는 감칠맛 나는 연기와 단연 돋보이는 전라도 사투리로 이강(조정석 분)과 유월(서영희 분)의 신세를 더욱 서럽게 만들며 시청자들의 애정 어린 미움(?)을 받고 있다. 이번 주 ‘녹두꽃’ 방송에서도 자신이 낳은 자식들에게는 더없이 다정하지만 ‘얼자’ 이강과 그 어머니 유월에게만은 냉정하고 인색한 채씨의 모습이 그려졌다. 고부민란으로 집을 떠나 고초를 겪고 돌아온 백가가 유월에게 안부를 묻자 채씨는 “종년헌티 겁나게 다정해부요이. 으째, 아랫도린 깨꼬롬헌갑소이?”하며 눈을 흘겼다. 이강에게도 “머더는 늠인디 어러신 건사 한나 지대로 못혀서 이현이꺼정 심쓰게 맹글었냐고오!”라고 소리치고, 백가가 이를 말리자 “나가 고만허게 생겼소! 이현이가 과거를 못 봐부렀는디!”라고 대꾸하며 이현에 대한 끔찍한 모성애를 드러냈다. 또 이방 자리를 내친 이강의 소식을 듣고는 “거시기 맘 변허기 전에 홍가럴 이방으로 앉힙시다”라며 호시탐탐 이강과 유월을 내쫓으려고 했다. 혼례를 앞두고 최석주가 보낸 날받이 떡을 먹기 위해 다 모인 자리에서도 유월과 이강이 들어오자 이화는 버럭 화를 내고, 채씨는 입을 꾹 다문 채 불편한 기색을 감추지 않았다. 아무말도 안 하는 채씨에게 이화는 “오매, 보살이여이. 이현이 낳기 전이 겪은 설움 다 까묵어부렀디야? 나넌 구경만 헌 년인디도 가심에 피고름이 서말이여!”라고 소리쳤다. 이에 채씨는 “나넌 처묵은 양잿물이 서말이여, 이 년아!”라며 자신이 이현을 낳기 전까지 가슴앓이 했던 시간이 떠오른 듯 북받치는 울음을 삼켰다. 이현의 혼례를 앞두고 폐허가 된 집안을 꾸미기 위해 새 가구를 들이는 채씨와 이화의 모습도 그려졌다. 채씨는 “오매, 이화야. 느그 엄니, 정승 소리만 듣고 흘렸는디도 기 빨려 디질라근다. 으쩌냐이?”라며 들뜬 모습을 드러냈다. ‘녹두꽃’을 통해 제대로 된 ‘전라도 사투리 전문가’의 위엄을 보이고 있는 황영희는 고약한 안방마님부터 다정한 어머니를 오가며, 백가네 안방마님 ‘채씨’를 더욱 입체적인 캐릭터로 완성해 시청자들의 호평을 받고 있다. ‘녹두꽃’은 매주 금, 토요일 오후 10시에 방송된다. "
연예,"5일 한 매체는 승리가 JM솔루션을 판매하는 회사 K모 대표와 친분을 유지해왔고, 지난 1월 함께 설립한 JM타원 공동대표(사내이사)를 맡았다고 보도했다. 보도에 따르면 JM타운은 JM솔루션과 같은 건물에 입주해있는 관계사로, 오픈마켓과 프랜차이즈 사업 등 대규모 사업을 준비 중이었다. JM타운은 승리의 별명인 '승츠비' 상표권을 소유하기도 했다. 승리는 버닝썬 게이트가 터진 뒤 지난 2월 JM타운 사내 인사를 사임했다. 승리가 사임한 사내이사 자리에는 박한별 남편인 유인석 씨가 새롭게 취임했다. 지난 4일 SBS '그것이 알고싶다' 방송 이후 JM솔루션은 버닝썬 게이트의 새로운 화두로 떠올랐다. 김상교 씨가 폭행 당한 당일 버닝썬에서는 한 화장품 회사의 행사가 열렸고, 이 자리에서 한 30대 여배우가 침을 흘리고 눈이 충혈된 채 야광봉으로 40대, 50대 사람의 머리를 때리는 이상 행동을 보였다는 내용이 전해졌다. 해당 화장품 회사는 JM솔루션으로 밝혀졌다. 이와 함께 정은채, JM솔루션 모델로 활동 중인 30대 배우 한효주가 '버닝썬 화장품 여배우'로 거론되며 의혹이 증폭됐다. 의혹이 SNS상에서 기정사실화되자 한효주와 정은채 양측은 ""사실무근""이라며 루머에 대해 강경 대응할 것을 밝혔다."
연예,"드라마 '아름다운 세상'이 충격 반전으로 시청자들을 놀라게 했다. 4일 방송된 JTBC 금토드라마 '아름다운 세상'(극본 김지우, 연출 박찬홍)에서는 지금까지 학교폭력 피해자로 알려진 박선호(남다름 분)가 가해자라는 사실이 공개됐다. 죽은 박선호가 학교폭력의 가해자라는 사실은 지금껏 드러났던 모든 진실들을 완전히 뒤집는 것. 충격적인 반전에 시청자들은 입을 다물지 못했다. 박무진(박희순 분)의 간곡한 부탁에도 신대길(김학선 분)은 아들을 위해 진실을 말하지 않았다. ""진실은 언젠가 반드시 밝혀질 겁니다. 그 전에 선생님이 먼저 용기를 내주신다면 정상참작이 될 겁니다""라는 무진에게 대길은 ""교과서 같은 말씀만 하시네""라고 냉소적으로 반응할 뿐이었다. 무진이 대길에게 희망을 걸었듯이 강인하(추자현 분)는 오준석(서동현 분)을 찾아갔다. 준석은 ""선호 사고 있던 날, 너 선호 만났잖아""라는 인하의 질문에 긴장했지만 끝까지 ""만나지 않았어요""라고 단호하게 말했다. 미리 오진표(오만석 분)와 서은주(조여정 분)가 알려준 그대로였다. ""어른들은 솔직하지 못하지만 그래도 넌 솔직하게 말해줄지도 모른다는 희망을 갖고 온 거야. 넌 어른들보다 순수하다고 믿고 왔어. 나한테 네가 희망이야""라는 인하의 말에 잠시 흔들렸지만, 두 사람을 찾아온 은주가 준석을 감싸며 진실은 다시 감춰졌다. 박수호(김환희 분)는 한동희(이재인 분)와 함께 정다희(박지후 분)의 집에 찾아갔다. 수호는 ""오빠가 언니한테 여러 번 전화한 이유가 뭐예요? 한번은 통화됐던데 오빠가 무슨 얘기 안 했어요?""라고 물었지만, 다희는 극도로 불안해했다. ""우리 오빠 자살하려던 게 아니에요. 그날 분명히 누군가 만났고 난 그게 오준석이라고 생각해요. 언니는 뭔가 알고 있죠?""라는 수호의 질문에 결국 다희는 비명을 지르며 주저앉고 말았다. 다희의 모습을 보고 분노에 찬 다희 엄마(최유송 분)는 수호의 뺨을 내리쳤다. 갑작스러운 일에 아프고 속상할 만도 했지만, 일찍 철이 든 수호는 오히려 ""그 아줌마도 다희 언니도 좀 안됐어. 진짜 많이 아픈 것 같아""라고 말해 인하의 마음을 더욱 아프게 했다. 최기자(최덕문 분)가 쓴 기사가 배포된 후, 수호의 청원글 동의자 수가 급증했다. 진표는 ""기사의 진위가 중요한 게 아닙니다. 기사는 이미 나갔고 어떻게 잘 수습하는지가 중요한 겁니다""라며 학교를 압박했다. 이에 교감(정재성 분)은 학부모위원들을 소집해 성폭력 문제로 물의를 일으켰던 최기자의 과거를 거론하며, 신뢰할 수 없는 기사라는 걸 알리기 위해 여론몰이를 시작했다. 이에 선호 가족이 기자한테 돈을 주고 기사를 부탁했다는 이상한 소문이 퍼졌고, 여론도 부정적으로 변했다. 무책임한 말들이 다시금 선호 가족에게 상처를 남겼다. 항상 강했던 인하가 ""무시하고 싶은데 자꾸만 심장을 찔러. 상처받지 말아야지 하는데도 상처가 돼""라고 말할 만큼 모진 말들이었다. 기사가 실시간검색어에 오르고 반응이 생겨나자 학생들 간 분위기도 뒤숭숭해졌다. 하지만 ""내가 주동자가 아니고 준석이 이 자식이 주동자야. 네들이 전부 속고 있는 거""라는 이기찬(양한열 분)의 말보다 ""나한테 누명 씌우면 네가 좀 나아지냐고""라는 준석의 말이 더 영향력 있었다. 은주는 당당한 준석의 태도를 감당하기 힘들었다. 은주는 ""무슨 일이 있어도 넌 엄마가 지켜. 그래도 너 괴롭기는 해야지. 힘들어는 해야지. 그렇게 아무렇지 않으면 괴물이 되는 거야""라고 말했고, 준석은 ""나도 아무렇지 않은 게 아니라고. 힘들고 괴롭다고. 엄마가 견디라고 했잖아? 그래서 견디는 거야""라고 혼란스러워했다. 이런 가운데 다희 엄마는 무진과 인하에게 먼저 전화를 걸었다. 다희 엄마는 수호의 뺨을 때렸던 것을 사과하는 대신 싸늘하게 굳은 얼굴로 ""선호가 피해자라고 생각하세요?""라고 충격적인 말들을 꺼내놓기 시작했다. 다희 엄마는 ""착하고 모범생인 억울한 학폭피해자가 선호라고 생각하죠? 선호는 두 얼굴을 가진 아이예요. 똑똑히 들으세요. 선호는 피해자가 아니라 가해잡니다. 억울한 피해자가 아니라 끔찍한 가해자""라고 선언했다. '아름다운 세상'은 다희 엄마의 충격적인 발언으로 끔찍한 반전이 공개됐다. 과연 이 충격 선언에는 어떤 진실이 감춰져있는 것인지 시청자들의 이목이 쏠린다. "
연예,"오늘(5일) 방송되는 ‘런닝맨’에서는 만화 주제곡의 전주만 들어도 알아맞히는 ‘만화 박사’ 유재석의 맹활약이 공개된다. 이날, 유재석은 미션 도중 만화 주제곡이 흘러나오자마자, 어떤 만화의 주제곡인지 단번에 알아맞혀 멤버들을 놀라게 했다. 유재석은 전주 1초만 들어도 만화 주제곡을 알아맞히는 ‘만화 주제곡 박사’로 등극, 큰 자신감을 내비쳤다. 특히, 자신감에 찬 유재석은 “난 청소년기까지 만화를 끼고 살았다”고 고백하며 의기양양해 했지만, 이에 이광수가 “혼자 너무 오래 봤다”고 해 현장을 웃음바다로 만들었다는 후문. 이어 유재석은 “엄마! 제가 욕을 먹으면서도 왜 그렇게 만화만 봤는지 아시겠어요?” 라며 어머니께 기습 영상편지까지 보내 또 한 번 현장을 폭소케 했다.  한편, 지석진이 레이스 도중 감기에 걸린 송지효를 피해, 이광수를 송지효 옆자리에 억지로 밀어 넣었다. 이광수는 “석진이 형, 왜 지효 누나 옆 자리 피하냐, 지효 누나 감기 걸렸다고 이러는 거냐” 라고 투덜댔다. 이에 송지효는 지석진과 이광수에게 “몹쓸 놈들이네!!” 라고 강하게 응수해 현장이 웃음바다가 되었다.  전주만 들어도 알아맞힌다는 ‘만화 주제곡 박사’ 유재석, 그리고 송지효와 지석진의 티격태격 남매 케미는 일요일 오후 5시 ‘런닝맨’을 통해 확인할 수 있다."
연예,"'이몽'이 차별화된 명품 첩보 시대극의 탄생으로 시청자들의 호응을 얻었다. 지난 4일 첫 방송된 MBC 특별기획 '이몽'(극본 조규원, 연출 윤상호)은 일본인 손에 자란 조선인 외과의사 이영진(이요원 분)과 무장독립투쟁을 이끈 의열단장 김원봉(유지태 분)의 첫 만남이 그려져 이목을 집중시켰다. 김원봉은 의열단을 배신하고 일본 형사 마쓰우라(허성태 분)와 거래하려 한 변절자 박혁(허지원 분)의 척살에 나섰다. 그는 ""임정이 파견한 밀정. 그자를 찾아야 해""라며 코민테른 자금 확보를 위해 파랑새를 찾아야한다고 주장했다. 이영진에게는 같은 의학원 출신의 친한 언니 에스더(윤지혜 분)가 찾아왔다. 에스더는 이영진에게 독립운동가 유태준의 행방에 대해서 묻는가 하면, 한밤 중 나구모 준이치의 진료기록을 열람하는 등 수상한 움직임을 보였다. 게다가 경련을 일으키며 ""파랑새. 조선인 여의사. 누군가가 죽을 거야""라며 밀정에 대해 말하는 박혁의 말로 인해 에스더가 김원봉이 찾는 파랑새는 아닐지 궁금증을 자아냈다. 이런 가운데 이영진과 김원봉은 운명적으로 처음 만났다. 박혁의 상태를 보러 간 이영진은 그를 처단하러 온 김원봉과 맞닥뜨렸고, 박혁에게 향한 총구를 손으로 덥석 잡은 이영진으로 인해 총을 사이에 두고 대치하는 두 사람의 모습이 긴장감을 높였다. 김원봉과 총 앞에서도 흔들림 없는 이영진의 모습이 파랑새의 정체에 대한 궁금증을 높였다. 그러나 에스더는 파랑새가 아니었다. 나구모 준이치를 불러들인 에스더는 ""이건 네 명령에 죽어간 내 가족의 복수다""라며 그의 심장에 주사를 꽂으려했지만 실패했고, 오히려 일본군의 총에 맞아 처참한 죽음을 맞이하는 모습으로 충격을 선사했다. 에스더의 죽음을 목격한 이영진은 침통한 얼굴로 눈물을 흘렸다. 이후 이영진은 나구모 소장 암살 미수 공모자로 자신을 의심하는 마쓰우라(허성태 분)로 인해 체포되고 만다. 알고 보니 이는 조선총독부 내의 파벌싸움 때문이었고, 마쓰우라는 경무국을 위해 박혁에게 일본으로 보내준다는 빌미로 이영진이 가담했다고 쓰여진 조서에 지장을 찍게 만들려 했다. 이때 나라를 배신한 이유를 듣기 위해 박혁을 찾아간 김원봉은 그에게 의열단 출정식 때 이름을 써내려 갔던 흰띠를 건넸고, 박혁은 자살했다. 또한 파벌싸움임을 알게 된 후쿠다(임주환 분)로 인해 마쓰우라의 계획은 수포로 돌아갔고, 풀려난 이영진은 상해로 향했다.  첫 방송부터 충격적인 반전이 시청자들을 놀라게 했다. 김원봉이 찾던 임시정부의 밀정 '파랑새'가 바로 이영진이었던 것. 여객선 객실로 돌아와 '더 블루 버드'라 쓰인 책을 꺼내든 이영진이 펼친 페이지엔 '파랑새를 허한다'라고 써있었고, 이내 2년 전 임시정부의 수장 김구(유하복 분)로부터 파랑새라는 암호명을 부여 받는 이영진의 모습이 공개됐다. 무엇보다 거울을 보는 이영진의 모습과 함께 흘러나온 ""인간은 참 묘한 존재들이란다. 요술쟁이들이 죽은 뒤로 인간은 제대로 보질 못해. 게다가 자기 눈이 보이지 않는다는 걸 의심조차 안 하지""라는 그의 내레이션이 긴장감을 극대화 시켰다. 이에 비밀을 숨겨온 밀정 이영진의 활약과, 상해에서 벌어질 일들에 귀추가 주목됐다.  '이몽'은 첫 방송부터 휘몰아치는 전개로 탄탄한 완성도를 입증했다. 인물들의 요동치는 심리부터 한 순간도 눈을 뗄 수 없는 긴장감 넘치는 스토리 전개는 매 장면마다 극적인 재미를 선사했다. 또한 이요원부터 유지태 등 출연 배우들이 무게감부터 다른 독보적인 아우라로 화려한 안방 귀환을 알렸다.  한편 '이몽'은 일제 강점기 조선을 배경으로 일본인 손에 자란 조선인 의사 이영진과 무장한 비밀결사 의열단장 김원봉이 펼치는 첩보 액션 드라마. 매주 토요일 오후 9시 5분 방송된다."
연예,"한효주가 버닝썬 화장품 행사 참석 여배우 루머에 발끈했다. 배우 한효주 소속사 BH엔터테인먼트 측은 ""지난 5월 4일 방영된 SBS ‘그것이 알고싶다’에서 거론된 버닝썬 JM솔루션 행사와 관련해, 모델로 활동하고 있는 한효주는 해당 행사에 참석하지 않았음을 알려드린다""고 5월5일 공식입장을 밝혔다. 소속사 측은 ""한효주는 JM솔루션의 모델일 뿐, 해당 행사에 참석하지 않았고, 버닝썬이라는 클럽에 단 한 번도 출입한 적이 없다""며 ""거듭 당사 소속 배우들은 해당 행사에 단 한 명도 참석하지 않았음을 알려드린다""고 강조했다. 아울러 ""당사는 허위사실을 추측하여 유포하고 확대 재생산해 배우의 명예와 인격을 훼손하는 모든 SNS, 커뮤니티 게시글과 댓글들을 수집해 책임을 물을 것이며 법적 절차를 토대로 강경대응할 예정이다""고 강경대응을 예고했다."
연예,"박스오피스 모조에 따르면, ‘어벤져스:엔드게임’은 북미에서 5억 1.453만 달러, 해외에서 14억 달러를 벌어들여 모두 19억 1,453만 달러(약 2조 2,400억원)의 수익을 거뒀다. ‘어벤져스:엔드게임’의 제작비는 3억 5,600만 달러(약 4,165억원)이다. 개봉 9일만에 제작비 대비 5.3배의 수익을 올렸다. 이같은 추세라면 ‘타이타닉’을 꺾고 역대 흥행 순위 2위에 오르게 된다. 이제 ‘아바타’만 남게 된다. 아무도 깰 수 없을 것 같았던 ‘아바타’의 27억 달러 벽을 ‘어벤져스:엔드게임’이 깰 수 있을지 주목된다. 한국에서도 폭풍 흥행 중이다. 이 영화는 개봉 11일째인 5월 4일 1,000만 관객을 돌파했다. 마블 스튜디오 및 시리즈 3편 연속 천만 영화 탄생을 알린 영화 ‘어벤져스: 엔드게임’은 영진위통합전산망 공식통계 집계 기준으로 24번째 천만 영화가 되었으며 수일 내 ‘어벤져스’ 시리즈를 모두 제치고 역대 외화 흥행 기록도 갈아치울 것으로 전망된다. 이같은 추세라면 역대 외화 흥행 1위인 제임스 카메론 감독의 ‘아바타’(1,348만 6,963명)를 꺾을 것으로 보인다. 특히 ‘명량’의 1,761만 5,437명의 최다흥행 기록도 갈아치울지 관심이 집중되고 있다.  ‘어벤져스: 엔드게임’은 인피니티 워 이후, 지구의 마지막 희망이 된 살아남은 어벤져스 조합과 빌런 타노스의 최강 전투를 그린 영화. 천만 영화에 등극한 ‘어벤져스: 엔드게임’은 IMAX, 4DX, MX, Super Plex G, Super S, Super 4D 등 다양한 포맷으로 절찬상영중이다."
연예,"배우 소이현이 남편 인교진과 함께 한 행복한 근황을 공개했다. 5일 소이현은 자신의 인스타그램 계정을 통해 근황을 담은 한 장의 사진과 함께 ""걷다걷다보니...ㅋ 집앞산책""이라는 글을 게시했다. 공개된 사진 속에는 소이현의 남편 인교진이 딸 소은이의 손을 잡고 절의 계단을 내려오고 있는 모습이 담겨있다. 딸 소은이의 손을 꼭 잡고 행복한 미소를 짓고 있는 인교진의 모습을 통해 소이현 가족의 화기애애한 분위기를 엿볼 수 있다. 한편, 소이현·인교진 부부는 지난 2014년 결혼, 슬하에 하은, 소은 두 딸을 두고 있다. "
연예,"소유진이 아이들과 달달한 데이트를 즐겼다. 4일 소유진은 자신의 인스타그램에 ""소여사 제주 #용희 #서현이 #세은이""라는 글과 함께 여러 장의 사진을 게재했다. 공개된 사진 속 소유진은 아이들과 함께 행복한 시간을 보내고 있는 모습. 화창한 날씨 속에 달달한 데이트를 즐기고 있는 가족의 모습이 흐뭇함을 자아냈다. 아이들의 귀여운 모습 또한 시선을 강탈한다. 한편 소유진은 지난 2013년 1월 외식사업가 백종원과 결혼, 슬하에 세 자녀를 두고 있다."
연예,"‘녹두꽃’ 윤시윤이 소년에서 완벽한 야수의 캐릭터로 변신하며 시청자들의 이목을 집중시켰다. SBS 금토드라마 ‘녹두꽃’은 1894년 동학농민혁명의 소용돌이 속에서 농민군과 토벌대로 갈라져 싸워야 했던 이복형제의 파란만장한 휴먼스토리로 그 시대를 살던 여러 사람의 삶의 특징을 담아 매주 안방극장에 묵직한 메시지를 던지고 있다. 지난 4일 방송된 ‘녹두꽃’ 7, 8회에서 백이현(윤시윤)은 처절한 사투 끝에 ‘개화’라는 확고한 신념을 밝히는 모습이 그려졌다. 백이현은 이방을 하지 않겠다는 형 백이강(조정석)으로 인해 동학쟁이로 몰리게 된 작은어머니 유월이(서영희)를 대피시키려 ‘고부’를 빠져나가 ‘선운사’로 간다. 그곳에서 동학농민과 감영군의 격전이 벌어지며 백이현은 또 한 번 위기를 맞게 되었다.치열한 사투 속에서 유월이를 지켜낸 백이현은 동학농민혁명 주동자 전봉준(최무성)을 만나게 된다. 전봉준은 백이현에게 자신과 함께할 것을 권하게 되고 이에 백이현은 “개화된 세상이 선진문물...문명입니다” “문명이 사람을 교화시키고 세상을 바꿀 것입니다”라고 신념을 드러냈다. 이후 ‘고부’로 돌아온 백이현은 자신의 유익을 위해 유월이와 백이강을 벼랑 끝으로 몰아넣은 백가(박혁권)의 악행에 크게 분노했다. 아버지를 노려보는 살기 어린 눈빛은 악랄한 백가조차도 흠칫하게 만들며 이전과는 다른 백이현의 모습을 보여줬다. 윤시윤은 새로운 세상을 만들고자 하는 백이현을 섬세하고 힘있게 표현하며 강렬한 존재감을 발산했다. 드라마 엔딩 장면으로는 총을 정조준하는 날카로운 모습을 그리며 야수로서 새로운 열연을 펼칠 윤시윤의 모습을 기대하게 만들었다. ‘녹두꽃’은 매주 금, 토요일 밤 10시에 방송된다."
스포츠,"이용찬은 5일 이천베어스파크에서 열린 퓨처스(2군) 리그 고양 히어로즈전에 선발 등판해 3⅔이닝 7피안타 1탈삼진 1실점을 기록했다. 투구 수는 52개. 최고 구속은 시속 143㎞를 찍었고, 직구와 슬라이더, 커브, 포크볼 등을 고루 던지며 점검했다. 부상 후 첫 실전 등판이다. 이용찬은 우측 햄스트링 미세손상으로 지난달 15일 1군에서 제외됐다. 두산 전력분석원은 ""첫 실전 등판인 만큼 직구 위주의 투구를 했다""며 ""볼끝 움직임이 괜찮았고, 위기 관리 능력도 준수했다. 변화구 제구도 좋았다""고 말했다. 김태형 두산 감독은 이날 이용찬의 등판을 앞두고 ""몸 상태를 체크한 뒤 곧바로 1군으로 올릴 지, 퓨처스에서 한 경기를 더 던지게 할 지를 정할 예정""이라고 말했다. 별다른 이상이 발견되지 않는다면 1군에 합류할 것으로 보인다."
스포츠,"KIA 타이거즈의 인기는 10개 구단 가운데 단연 으뜸. 광주 홈경기뿐만 아니라 원정 경기를 찾는 팬들도 아주 많은 편. 가끔씩 KIA 홈경기가 아닌가 하는 착각이 들 정도다. 5일 KIA-NC전이 열리기 전 창원NC파크 3루 출입구. 일부 KIA 팬들은 훈련을 마치고 덕아웃으로 들어가는 선수들의 모습을 지켜보기 위해 모여 있었다. 훈련을 마친 최형우는 즉석 팬 사인회를 열었다. 팬들에게 성심성의껏 대하는 태도가 눈에 띄었다. 별것 아닐 수 있지만 오랜 기간 팬서비스 논란이 끊이지 않았던 KBO리그인 것을 고려하면 남다른 의미가 있다. 한 여성 팬은 “오늘 생일인데 사인 좀 해달라”고 하자 최형우는 정성을 다해 사인을 해줬다. 그러자 이 팬은 “최고의 생일 선물”이라고 감사 인사를 전하기도. 최형우는 10분 가까이 서서 한 명의 팬도 빠짐없이 다 챙겼다. 팬들도 최형우를 향해 “정말 매너 좋다”고 고마워했다. 두 번째 주인공은 이창진. 올 시즌 KIA의 히트상품으로 불리는 이창진 또한 팬서비스를 위해 많은 시간을 할애했다. 경기 전 이것저것 준비하느라 바쁠 텐데도 밝은 미소로 팬들의 응원에 화답했다. 최형우와 이창진뿐만 아니라 하준영, 김선빈 등 다수의 선수도 팬서비스에 나섰다. 코칭스태프도 예외는 아니었다. 김기태 감독도 팬들에게 일일이 사인해주는 자상한 모습을 보였다. 한편 KIA는 외국인 투수 제이콥 터너를 선발 투수로 내세운다. 이날 경기를 잡게 되면 2연속 위닝 시리즈를 달성하게 된다."
스포츠,"한화 이글스가 팀의 짜릿한 끝내기 승리에 펑펑 운 어린이 팬을 찾았다. 한화는 5일 대전 한화생명이글스파크에서 열린 '2019 신한은행 MY CAR KBO리그' KT전을 앞두고 김회성과 어린이 팬의 만남을 추진했다. 전날 한화는 극적인 끝내기 승리를 거뒀다. 7-9로 끌려가던 9회말 2사 만루에서 김회성이 KT 정성곤의 초구를 노려 싹쓸이 2루타를 쳐 끝내기의 주인공이 됐다. 극적인 승리에 어린이 팬도 감격의 눈물을 흘렸다. 이 어린이 팬은 아빠를 꼭 껴안는 채 눈물을 흘리는 모습이 당시 중계 화면에 잡혀 화제가 됐다. 경기가 끝난 후 한화는 구단 SNS를 통해 ""뜨거운 눈물을 흘리던 이 어린이를 애타게 찾고 있다. 어린이 혹은 부모님을 알고 계시면 연락을 달라""며 어린이 팬 찾기에 돌입했다. 그 이후 이 어린이 팬 가족과 연락이 닿았다. 청주에 살고 있는 용성초 3학년 윤준서군(9)이었다. 한화는 바로 김회성과의 만남을 추진했고, 이날 경기 전에 성사됐다."
스포츠,"삼성 강민호는 4일 고척 키움전서 안우진의 투구에 목을 맞고 쓰러졌다. 0-0이던 4회초 1사 주자 없는 상황, 볼카운트 1B서 키움 선발투수 안우진의 2구 146km 포심패스트볼에 어깨와 목을 강타 당했다.  쓰러진 강민호는 한동안 일어나지 못했다. 구급차까지 들어올 정도로 상황이 심각했다. 다행히 큰 부상은 아니었고, 구급차도 돌아갔다. 대신 백업 김응민과 교체돼 경기를 마쳤다. 삼성 김한수 감독은 5일 고척 키움전을 앞두고 ""엔트리에서 빠질 정도의 큰 부상은 아니다""라고 말했다. 안우진도 놀랐다. 경기 전 만난 그는 ""몸쪽으로 넣으려고 했는데 공이 손에서 빠지면서 얼굴 쪽으로 날아갔다""라며 죄송스러운 표정을 지었다. 경기 후 포수 이지영을 통해 강민호의 연락처를 전달 받았고, 강민호에게 사과의 뜻을 전했다. 키움 관계자와 안우진에 따르면, 강민호는 안우진의 진심을 받아들였다. 대신 강민호는 ""커피나 한잔 사라""고 웃었다고 한다. 안우진은 ""강민호 선배님이 아메리카노를 드시겠다고 하더라""고 말했다. 훈훈한 마무리다. 한편, 강민호는 선발라인업에서 빠졌다. 김응민이 선발 출전한다. 김 감독은 ""강민호는 경기 후반에 나갈 수도 있다""라고 말했다. "
스포츠,"스페인과 영국 언론의 연이은 보도에 따르면 벨기에 윙어 에덴 아자르(28, 첼시)가 2019년 여름 레알 마드리드로 이적하는 게 유력하다. 2020년 여름 첼시와 계약이 끝나는 아자르는, 첼시에서 세계 최고 선수에 준하는 활약을 펼치면서도 팀이 메이저 트로피에 도전하지 못하며 제대로 가치를 인정 받지 못하고 있다. 자신을 꾸준히 원해온 레알 마드리드와 지네딘 지단 감독과 함께 하길 원한다. 2020년 여름이 되면 공짜로 아자르를 내줘야 하는 첼시도 1억 유로 이상의 이적료로 합의할 생각이 있다. 아자르의 주 포지션은 왼쪽 측면 공격수다. 레알 마드리드는 이 포지션에서 골을 만들던 크리스티아누 호날두가 유벤투스로 이적한 이후 어려움을 겪었다. 줄렌 로페테기 전 감독 체제에선 마르코 아센시오, 산티 솔라리 감독 체제에선 비니시우스 주니오르가 주로 활약했다. 지단 감독 부임 이후에는 비니시우스가 부상을 입으면서 아센시오가 다시 뛰고 있다. 이 자리에 아자르가 오면 왼쪽 측면은 포화 상태가 된다. 물론 아자르와 아센시오, 비니시우스의 장점과 성향이 달라 포메이션에 따라 공존 혹은 전술 변형으로 활용할 수 있다."
스포츠,"토트넘 손흥민이 상대의 자극적인 플레이에 반응하며 EPL 데뷔 후 첫 퇴장의 쓴잔을 들었다. 토트넘은 4일(이하 한국시각) 바이탈리티 스타디움에서 열린 ‘2018-19 잉글리시 프리미어리그’ 본머스와의 원정경기서 후반 추가 시간 나단 아케에게 결승골을 내주며 0-1 패했다. 이로써 토트넘은 23승 1무 13패(승점 70)를 기록, 승점 추가에 실패했다. 3위 자리를 유지 중이지만 한 경기 덜 치른 4위 첼시(승점 68)와 5위 아스날(승점 66)의 추격에 놓이게 됐다. 이번 본머스전에서 승리했다면 최종전 결과와 상관없이 다음 시즌 챔피언스리그 진출을 확정지을 수 있었던 토트넘이었다. 하지만 퇴장 변수가 찾아왔고, 대상자는 하필이면 손흥민이었다. 전반 43분 페널티 지역에서 수비수 3명에 둘러싸여 공을 빼앗긴 손흥민은 다시 달려드는 과정에서 반칙을 범했다. 여기까지는 큰 문제가 없었다. 하지만 본머스 미드필더 제퍼슨 레르마가 슬쩍 다가오더니 손흥민을 가격했고, 이에 격분한 손흥민이 밀치며 일이 커지고 말았다. 이 장면을 바로 앞에서 주시한 주심은 곧바로 손흥민에게 레드카드를 꺼내들었다. 상대 선수를 직접적으로 밀쳤기에 변명의 여지가 없는 퇴장감이었다. 문제는 이전 레르마의 신경전이었다. 레르마는 이보다 앞선 상황에서 손흥민을 향해 몸을 날리며 몸통을 가격했고, 퇴장 상황에서도 손흥민의 등 쪽을 가격하는 장면이 중계 카메라에 포착됐다. 이뿐만이 아니었다. 레르마는 경기 내내 손흥민뿐만 아니라 토트넘 선수들의 신경을 자극했다. 교체 투입된 후안 포이스를 거칠게 몰아붙여 다시 한 번 퇴장을 유도했고, 경기 막판에는 델리 알리와 신경전을 벌이기도 했다."
